_id,employment,employment_men,employment_women,employment_other,prod,prod_men,prod_women,prod_other,jobchange,jobchange_men,jobchange_women,jobchange_other,total_population,total_population_men,total_population_women,total_population_other
false,-7.2,-5.35,-8.27,-11.76,-2.91,-1.53,-3.64,-14.71,5.8,6.6,5.31,14.71,9341,3455,5818,34
